epoch,train_loss,val_loss,val_mae,val_mse
0,1.270700216293335,0.0,0.0,0.0
1,1.0351849794387817,0.0,0.0,0.0
2,0.9751487970352173,0.0,0.0,0.0
3,0.9515697360038757,0.0,0.0,0.0
4,0.9304367899894714,0.0,0.0,0.0
5,0.925524115562439,0.0,0.0,0.0
6,0.9163833260536194,0.0,0.0,0.0
7,0.9119747877120972,0.0,0.0,0.0
8,0.9161672592163086,0.0,0.0,0.0
9,0.9138942360877991,0.0,0.0,0.0
